"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"200903_s_at","adenosylhomocysteinase","AHCY","191","","","","Homo sapiens adenosylhomocysteinase (AHCY), transcript variant 1, mRNA","239937553","NM_000687","","","","20q11.22","Chromosome 20, NC_000020.10 (32868071..32899608, complement)","NAD binding///adenosylhomocysteinase activity///adenyl nucleotide binding///identical protein binding","S-adenosylhomocysteine catabolic process///cellular nitrogen compound metabolic process///chronic inflammatory response to antigenic stimulus///circadian sleep/wake cycle///methylation///one-carbon metabolic process///response to hypoxia///response to nutrient///small molecule metabolic process///sulfur amino acid metabolic process///xenobiotic metabolic process","cytoplasm///cytosol///melanosome///neuron projection///nucleus","GO:0051287///GO:0004013///GO:0030554///GO:0042802","GO:0019510///GO:0034641///GO:0002439///GO:0042745///GO:0032259///GO:0006730///GO:0001666///GO:0007584///GO:0044281///GO:0000096///GO:0006805","GO:0005737///GO:0005829///GO:0042470///GO:0043005///GO:0005634",-1.80689333333333,6.62929923076923,-5.76347175204062,5.17639083611628e-05,0.0113966869212565,2.2051373843749
"208675_s_at","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)","DDOST","1650","","","","Homo sapiens KIAA0115 mRNA, complete cds","473936","D29643","","","","1p36.1","Chromosome 1, NC_000001.10 (20978260..20988037, complement)","contributes_to dolichyl-diphosphooligosaccharide-protein glycotransferase activity///contributes_to dolichyl-diphosphooligosaccharide-protein glycotransferase activity///contributes_to oligosaccharyl transferase activity///protein binding","SRP-dependent cotranslational protein targeting to membrane///T cell activation///cellular protein metabolic process///gene expression///innate immune response///post-translational protein modification///protein N-linked glycosylation///protein N-linked glycosylation via asparagine///protein N-linked glycosylation via asparagine///protein glycosylation///response to cytokine stimulus///translation","endoplasmic reticulum membrane///integral to membrane///intracellular membrane-bounded organelle///oligosaccharyltransferase complex///oligosaccharyltransferase complex///protein complex","contributes_to GO:0004579///contributes_to GO:0004579///contributes_to GO:0004576///GO:0005515","GO:0006614///GO:0042110///GO:0044267///GO:0010467///GO:0045087///GO:0043687///GO:0006487///GO:0018279///GO:0018279///GO:0006486///GO:0034097///GO:0006412","GO:0005789///GO:0016021///GO:0043231///GO:0008250///GO:0008250///GO:0043234",-1.60506333333333,8.41278153846154,-5.76148531162241,5.19426605052595e-05,0.0113966869212565,2.20192154919506
"206095_s_at","serine/arginine-rich splicing factor 10","SRSF10","10772","","","","Homo sapiens serine/arginine-rich splicing factor 10 (SRSF10), transcript variant 1, mRNA","300360542","NM_006625","","","","1p36.11","Chromosome 1, NC_000001.10 (24292935..24306953, complement)","RNA binding///RS domain binding///nucleotide binding///protein binding///unfolded protein binding","RNA splicing, via transesterification reactions///assembly of spliceosomal tri-snRNP///cytoplasmic transport///mRNA export from nucleus///mRNA splice site selection///mRNA splicing, via spliceosome///negative regulation of mRNA splicing, via spliceosome///regulation of transcription, DNA-dependent","cytoplasm///nuclear speck///nucleoplasm///nucleus","GO:0003723///GO:0050733///GO:0000166///GO:0005515///GO:0051082","GO:0000375///GO:0000244///GO:0016482///GO:0006406///GO:0006376///GO:0000398///GO:0048025///GO:0006355","GO:0005737///GO:0016607///GO:0005654///GO:0005634",-1.41075547619047,6.24186923076923,-5.75354922863824,5.26632657546482e-05,0.0113966869212565,2.18906762562732
"213769_at","kinase suppressor of ras 1","KSR1","8844","","","","","","","","","","17q11.2","Chromosome 17, NC_000017.10 (25799036..25950718)","ATP binding///metal ion binding///protein binding///protein kinase activity///protein serine/threonine kinase activity","Ras protein signal transduction///protein phosphorylation","endoplasmic reticulum membrane///intracellular","GO:0005524///GO:0046872///GO:0005515///GO:0004672///GO:0004674","GO:0007265///GO:0006468","GO:0005789///GO:0005622",0.745580714285716,5.68695846153846,5.75186581152019,5.28174616933421e-05,0.0113966869212565,2.18633974149301
"203353_s_at","methyl-CpG binding domain protein 1","MBD1","4152","","","","Homo sapiens methyl-CpG binding domain protein 1 (MBD1), transcript variant 1, mRNA","156105674","NM_015846","","","","18q21","Chromosome 18, NC_000018.9 (47793252..47808144, complement)","DNA binding///methyl-CpG binding///protein binding///sequence-specific DNA binding transcription factor activity///transcription corepressor activity///zinc ion binding","negative regulation of transcription, DNA-dependent///transcription from RNA polymerase II promoter","cytoplasm///heterochromatin///nuclear matrix///nuclear speck///nucleus","GO:0003677///GO:0008327///GO:0005515///GO:0003700///GO:0003714///GO:0008270","GO:0045892///GO:0006366","GO:0005737///GO:0000792///GO:0016363///GO:0016607///GO:0005634",-0.921944285714282,7.49872153846154,-5.75165081350074,5.28371888424327e-05,0.0113966869212565,2.18599131673212
"218025_s_at","enoyl-CoA delta isomerase 2","ECI2","10455","","","","Homo sapiens enoyl-CoA delta isomerase 2 (ECI2), transcript variant 1, mRNA","45643118","NM_006117","","","","6p24.3","Chromosome 6, NC_000006.11 (4115927..4135831, complement)","dodecenoyl-CoA delta-isomerase activity///dodecenoyl-CoA delta-isomerase activity///fatty-acyl-CoA binding///receptor binding","fatty acid catabolic process","intracellular membrane-bounded organelle///mitochondrion///peroxisomal matrix///peroxisomal matrix","GO:0004165///GO:0004165///GO:0000062///GO:0005102","GO:0009062","GO:0043231///GO:0005739///GO:0005782///GO:0005782",-1.62453309523809,7.11164692307692,-5.74824576314184,5.31506489083437e-05,0.0113966869212565,2.18047213045111
"212537_x_at","ribosomal protein L17","RPL17","6139","","","","601571007F1 NIH_MGC_21 Homo sapiens cDNA clone IMAGE:3925800 5-, mRNA sequence","10147971","BE733979","","","","18q21","Chromosome 18, NC_000018.9 (47014851..47018935, complement)","structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytosol///cytosolic large ribosomal subunit","GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0010467///GO:0016071///GO:0000184///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005829///GO:0022625",-1.28405238095237,11.4377461538462,-5.73857640759298,5.40514328737633e-05,0.0113966869212565,2.16478921502727
"210185_at","calcium channel, voltage-dependent, beta 1 subunit","CACNB1","782","","","","Homo sapiens mRNA for voltage-dependent calcium channel beta-1b subunit, complete cds","12483679","AB054985","","","","17q21-q22","Chromosome 17, NC_000017.10 (37329709..37353956, complement)","high voltage-gated calcium channel activity///voltage-gated calcium channel activity","axon guidance///protein targeting to membrane///transport","T-tubule///sarcoplasmic reticulum///voltage-gated calcium channel complex","GO:0008331///GO:0005245","GO:0007411///GO:0006612///GO:0006810","GO:0030315///GO:0016529///GO:0005891",0.782476190476193,6.24326,5.73730450858022,5.41711040232984e-05,0.0113966869212565,2.16272519397214
"218694_at","armadillo repeat containing, X-linked 1","ARMCX1","51309","","","","Homo sapiens armadillo repeat containing, X-linked 1 (ARMCX1), mRNA","7706142","NM_016608","","","","Xq21.33-q22.2","Chromosome X, NC_000023.10 (100805514..100809683)","","","integral to membrane","","","GO:0016021",-1.48096833333333,6.80371615384615,-5.73465479242386,5.44213027647084e-05,0.0113966869212565,2.15842444570465
"216768_x_at","tetratricopeptide repeat domain 38","TTC38","55020","","","","Homo sapiens cDNA: FLJ21535 fis, clone COL06131","10437651","AK025188","","","","22q13","Chromosome 22, NC_000022.10 (46663861..46689905)","","","","","","",0.979121904761906,5.69765384615385,5.72179194765687,5.56531603500726e-05,0.0113966869212565,2.13753098307905
"218919_at","zinc finger, AN1-type domain 1","ZFAND1","79752","","","","Homo sapiens zinc finger, AN1-type domain 1 (ZFAND1), transcript variant 1, mRNA","282847405","NM_024699","","","","8q21.13","Chromosome 8, NC_000008.10 (82613566..82633539, complement)","zinc ion binding","","","GO:0008270","","",-1.65890619047619,6.17939384615385,-5.72016414019988,5.58111190644878e-05,0.0113966869212565,2.13488502392097
"210296_s_at","peroxisomal biogenesis factor 2","PEX2","5828","","","","Homo sapiens peroxisomal membrane protein 3, 35kDa, mRNA (cDNA clone MGC:12491 IMAGE:3934225), complete cds","13529226","BC005375","","","","8q21.1","Chromosome 8, NC_000008.10 (77892494..77913280, complement)","protein binding///zinc ion binding","bile acid biosynthetic process///cholesterol homeostasis///fatty acid beta-oxidation///negative regulation of epithelial cell proliferation///negative regulation of fibroblast proliferation///negative regulation of transcription from RNA polymerase II promoter///neuron migration///peroxisome organization///protein destabilization///protein import into peroxisome matrix///regulation of cholesterol biosynthetic process///very long-chain fatty acid metabolic process","Cdc73/Paf1 complex///integral to peroxisomal membrane///peroxisomal membrane","GO:0005515///GO:0008270","GO:0006699///GO:0042632///GO:0006635///GO:0050680///GO:0048147///GO:0000122///GO:0001764///GO:0007031///GO:0031648///GO:0016558///GO:0045540///GO:0000038","GO:0016593///GO:0005779///GO:0005778",-2.28415452380952,5.91836769230769,-5.71735456620542,5.60848574859187e-05,0.0113966869212565,2.13031714678155
"209404_s_at","transmembrane emp24 protein transport domain containing 7","TMED7","51014","","","","Homo sapiens CGI-109 protein mRNA, complete cds","4929686","AF151867","","","","5q22.3","Chromosome 5, NC_000005.9 (114948905..114961876, complement)","","protein transport","COPI vesicle coat///COPII vesicle coat///Golgi apparatus///endoplasmic reticulum///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment///endoplasmic reticulum-Golgi intermediate compartment membrane///integral to membrane","","GO:0015031","GO:0030126///GO:0030127///GO:0005794///GO:0005783///GO:0005789///GO:0005793///GO:0033116///GO:0016021",-0.973034285714284,6.47569153846154,-5.70789018375697,5.7017353182229e-05,0.0113966869212565,2.11492052010261
"209340_at","UDP-N-acteylglucosamine pyrophosphorylase 1","UAP1","6675","","","","Homo sapiens AgX-1 antigen mRNA, complete cds","688010","S73498","","","","1q23.3","Chromosome 1, NC_000001.10 (162531296..162569633)","UDP-N-acetylglucosamine diphosphorylase activity///carbohydrate binding","UDP-N-acetylglucosamine biosynthetic process///UDP-N-acetylglucosamine biosynthetic process///cellular protein metabolic process///dolichol-linked oligosaccharide biosynthetic process///post-translational protein modification///protein N-linked glycosylation via asparagine","cytoplasm///cytosol///NOT nucleolus///nucleus///plasma membrane","GO:0003977///GO:0030246","GO:0006048///GO:0006048///GO:0044267///GO:0006488///GO:0043687///GO:0018279","GO:0005737///GO:0005829///NOT GO:0005730///GO:0005634///GO:0005886",-1.65008476190476,7.44165384615385,-5.70589687766817,5.72158056333349e-05,0.0113966869212565,2.11167600969792
"203269_at","neutral sphingomyelinase (N-SMase) activation associated factor","NSMAF","8439","","","","Homo sapiens neutral sphingomyelinase (N-SMase) activation associated factor (NSMAF), transcript variant 1, mRNA","221554488","NM_003580","","","","8q12-q13","Chromosome 8, NC_000008.10 (59496063..59572404, complement)","protein binding///receptor signaling protein activity","ceramide metabolic process///signal transduction","cytoplasm","GO:0005515///GO:0005057","GO:0006672///GO:0007165","GO:0005737",-1.11623761904762,7.22070769230769,-5.7046751951249,5.73377924885386e-05,0.0113966869212565,2.10968716271968
"201832_s_at","USO1 vesicle transport factor","USO1","8615","","","","Homo sapiens USO1 vesicle transport factor (USO1), mRNA","119220582","NM_003715","","","","4q21.1","Chromosome 4, NC_000004.11 (76649829..76735366)","protein transporter activity","intracellular protein transport///mitotic cell cycle///vesicle fusion with Golgi apparatus","Golgi membrane///cytosol","GO:0008565","GO:0006886///GO:0000278///GO:0048280","GO:0000139///GO:0005829",-1.66761571428571,8.54886692307692,-5.70067613103931,5.77390104644649e-05,0.0113966869212565,2.10317520669597
"202102_s_at","bromodomain containing 4","BRD4","23476","","","","KEST81 normal human keratinocytes Homo sapiens cDNA clone S90413.NIH-116-R.ab1 3-, mRNA sequence","12019523","BF718610","","","","19p13.1","Chromosome 19, NC_000019.9 (15348301..15391262, complement)","DNA binding///chromatin binding///protein binding","chromosome segregation///histone H3-K14 acetylation///histone H4-K12 acetylation///inner cell mass cell proliferation///modulation by virus of host morphology or physiology///positive regulation of DNA binding///positive regulation of G2/M transition of mitotic cell cycle///positive regulation of transcription elongation from RNA polymerase II promoter///protein phosphorylation///regulation of transcription involved in G1 phase of mitotic cell cycle///response to DNA damage stimulus///transcription, DNA-dependent","condensed nuclear chromosome///cytoplasm///nuclear chromatin///NOT nucleolus///nucleus","GO:0003677///GO:0003682///GO:0005515","GO:0007059///GO:0044154///GO:0043983///GO:0001833///GO:0019048///GO:0043388///GO:0010971///GO:0032968///GO:0006468///GO:0000114///GO:0006974///GO:0006351","GO:0000794///GO:0005737///GO:0000790///NOT GO:0005730///GO:0005634",1.15306642857143,8.03665307692308,5.69440120347923,5.83744875649532e-05,0.0113966869212565,2.09295220769333
